state,Year,Month,deaths_covid,deaths_covid_coverage
ME,2022,12,0.0,159
ME,2023,1,2.0,92
ME,2023,2,10.0,78
ME,2023,3,0.0,92
ME,2023,4,0.0,88
ME,2023,5,1.0,76
ME,2023,6,0.0,72
ME,2023,7,0.0,90
ME,2023,8,0.0,79
ME,2023,9,0.0,99
ME,2023,10,0.0,85
MI,2020,3,41.0,118
MI,2020,4,5424.0,2529
MI,2020,5,797.0,3012
MI,2020,6,129.0,2863
MI,2020,7,52.0,2786
MI,2020,8,186.0,3853
MI,2020,9,164.0,4108
MI,2020,10,333.0,4634
MI,2020,11,1260.0,4741
MI,2020,12,1851.0,4881
MI,2021,1,999.0,4913
MI,2021,2,388.0,4441
MI,2021,3,338.0,4910
MI,2021,4,1135.0,4744
MI,2021,5,906.0,4902
MI,2021,6,209.0,4756
MI,2021,7,75.0,4916
MI,2021,8,267.0,4905
MI,2021,9,550.0,4755
MI,2021,10,891.0,4910
MI,2021,11,1412.0,4748
MI,2021,12,2162.0,4886
MI,2022,1,1694.0,4610
MI,2022,2,691.0,4054
MI,2022,3,195.0,4489
MI,2022,4,76.0,4283
MI,2022,5,189.0,4415
MI,2022,6,173.0,4255
MI,2022,7,149.0,4390
MI,2022,8,175.0,4407
MI,2022,9,229.0,4321
MI,2022,10,235.0,4522
MI,2022,11,247.0,4375
MI,2022,12,280.0,4434
MI,2023,1,256.0,4347
MI,2023,2,155.0,4109
MI,2023,3,161.0,4610
MI,2023,4,116.0,4424
MI,2023,5,127.0,4613
MI,2023,6,45.0,4296
MI,2023,7,28.0,4282
MI,2023,8,36.0,4250
MI,2023,9,86.0,4116
MI,2023,10,104.0,3797
MN,2020,1,0.0,31
MN,2020,2,0.0,29
MN,2020,3,4.0,182
MN,2020,4,135.0,2085
MN,2020,5,256.0,3753
MN,2020,6,140.0,3735
MN,2020,7,53.0,3034
MN,2020,8,95.0,3854
MN,2020,9,102.0,3831
MN,2020,10,153.0,4014
MN,2020,11,538.0,4050
MN,2020,12,615.0,4186
MN,2021,1,276.0,4206
MN,2021,2,98.0,3793
MN,2021,3,68.0,4188
MN,2021,4,148.0,4068
MN,2021,5,119.0,4197
MN,2021,6,54.0,4059
MN,2021,7,21.0,4207
MN,2021,8,92.0,4188
MN,2021,9,175.0,4070
MN,2021,10,282.0,4206
MN,2021,11,437.0,4052
MN,2021,12,607.0,4206
MN,2022,1,479.0,4167
MN,2022,2,48.0,293
MN,2022,3,15.0,190
MN,2022,4,5.0,178
MN,2022,5,1.0,190
MN,2022,6,10.0,179
MN,2022,7,9.0,186
MN,2022,8,6.0,185
MN,2022,9,15.0,200
MN,2022,10,9.0,217
MN,2022,11,12.0,212
MN,2022,12,6.0,121
MN,2023,1,0.0,31
MN,2023,2,0.0,28
MN,2023,3,0.0,31
MN,2023,4,0.0,30
MN,2023,5,0.0,31
MN,2023,6,0.0,12
MN,2023,7,0.0,0
MN,2023,8,0.0,0
MN,2023,9,0.0,0
MN,2023,10,0.0,0
MO,2020,2,0.0,7
MO,2020,3,0.0,219
MO,2020,4,220.0,2006
MO,2020,5,305.0,3685
MO,2020,6,151.0,3568
MO,2020,7,167.0,3387
MO,2020,8,281.0,3900
MO,2020,9,405.0,4025
MO,2020,10,659.0,4169
MO,2020,11,1223.0,3974
MO,2020,12,1410.0,4092
MO,2021,1,1114.0,4100
MO,2021,2,419.0,3688
MO,2021,3,237.0,4066
MO,2021,4,166.0,3953
MO,2021,5,182.0,4070
MO,2021,6,214.0,3930
MO,2021,7,512.0,4071
MO,2021,8,1063.0,4071
MO,2021,9,773.0,3979
MO,2021,10,470.0,4119
MO,2021,11,351.0,3933
MO,2021,12,784.0,4118
MO,2022,1,1063.0,2940
MO,2022,2,493.0,1784
MO,2022,3,141.0,1894
MO,2022,4,49.0,1826
MO,2022,5,60.0,1845
MO,2022,6,66.0,1802
MO,2022,7,145.0,1836
MO,2022,8,97.0,1761
MO,2022,9,92.0,1540
MO,2022,10,87.0,1592
MO,2022,11,95.0,1551
MO,2022,12,144.0,1516
MO,2023,1,118.0,1470
MO,2023,2,94.0,1338
MO,2023,3,87.0,1493
MO,2023,4,73.0,1390
MO,2023,5,53.0,1433
MO,2023,6,34.0,1293
MO,2023,7,23.0,1245
MO,2023,8,38.0,1245
MO,2023,9,66.0,1227
MO,2023,10,76.0,1131
MS,2020,2,0.0,11
MS,2020,3,2.0,157
MS,2020,4,345.0,1209
MS,2020,5,582.0,1492
MS,2020,6,181.0,1233
MS,2020,7,332.0,1525
MS,2020,8,553.0,2594
MS,2020,9,322.0,2850
MS,2020,10,789.0,3093
MS,2020,11,1083.0,3109
MS,2020,12,689.0,3233
MS,2021,1,754.0,3245
MS,2021,2,323.0,2909
MS,2021,3,151.0,3207
MS,2021,4,81.0,3118
MS,2021,5,108.0,3210
MS,2021,6,100.0,3108
MS,2021,7,158.0,3227
MS,2021,8,808.0,3249
MS,2021,9,733.0,3154
MS,2021,10,236.0,3262
MS,2021,11,94.0,3158
MS,2021,12,118.0,3292
MS,2022,1,307.0,2275
MS,2022,2,215.0,1509
MS,2022,3,51.0,1624
MS,2022,4,8.0,1545
MS,2022,5,8.0,1544
MS,2022,6,11.0,1524
MS,2022,7,44.0,1625
MS,2022,8,50.0,1597
MS,2022,9,33.0,1407
MS,2022,10,25.0,1425
MS,2022,11,14.0,1344
MS,2022,12,25.0,1325
MS,2023,1,24.0,1225
MS,2023,2,17.0,1100
MS,2023,3,8.0,1160
MS,2023,4,12.0,1095
MS,2023,5,2.0,1026
MS,2023,6,4.0,769
MS,2023,7,1.0,604
MS,2023,8,7.0,540
MS,2023,9,6.0,555
MS,2023,10,2.0,511
MT,2020,1,0.0,31
MT,2020,2,0.0,29
MT,2020,3,36.0,126
MT,2020,4,144.0,722
MT,2020,5,0.0,792
MT,2020,6,3.0,752
MT,2020,7,52.0,1222
MT,2020,8,238.0,1709
MT,2020,9,81.0,1905
MT,2020,10,148.0,2032
MT,2020,11,215.0,1976
MT,2020,12,193.0,2038
MT,2021,1,82.0,2038
MT,2021,2,41.0,1840
MT,2021,3,34.0,2029
MT,2021,4,10.0,1959
MT,2021,5,17.0,2029
MT,2021,6,31.0,1962
MT,2021,7,33.0,2026
MT,2021,8,87.0,1994
MT,2021,9,188.0,1935
MT,2021,10,308.0,2002
MT,2021,11,236.0,1930
MT,2021,12,105.0,1999
MT,2022,1,104.0,1766
MT,2022,2,120.0,1505
MT,2022,3,44.0,1669
MT,2022,4,10.0,1601
MT,2022,5,9.0,1641
MT,2022,6,18.0,1575
MT,2022,7,28.0,1571
MT,2022,8,27.0,1597
MT,2022,9,16.0,1471
MT,2022,10,25.0,1520
MT,2022,11,19.0,1453
MT,2022,12,18.0,1446
MT,2023,1,18.0,1441
MT,2023,2,20.0,1309
MT,2023,3,20.0,1469
MT,2023,4,12.0,1439
MT,2023,5,16.0,1439
MT,2023,6,10.0,1321
MT,2023,7,10.0,1271
MT,2023,8,9.0,1297
MT,2023,9,17.0,1254
MT,2023,10,10.0,1209
NC,2020,1,0.0,31
NC,2020,2,0.0,29
NC,2020,3,1.0,118
NC,2020,4,268.0,1757
NC,2020,5,139.0,1430
NC,2020,6,111.0,1213
NC,2020,7,309.0,2261
NC,2020,8,528.0,3512
NC,2020,9,475.0,3552
NC,2020,10,525.0,3786
NC,2020,11,695.0,3705
NC,2020,12,1314.0,3861
NC,2021,1,1979.0,3862
NC,2021,2,1038.0,3480
NC,2021,3,545.0,3833
NC,2021,4,486.0,3735
NC,2021,5,499.0,3852
NC,2021,6,366.0,3734
NC,2021,7,494.0,3884
NC,2021,8,1151.0,3869
NC,2021,9,1787.0,3765
NC,2021,10,1178.0,3891
NC,2021,11,646.0,3744
NC,2021,12,753.0,3882
NC,2022,1,1472.0,3565
NC,2022,2,1134.0,3049
NC,2022,3,522.0,3371
NC,2022,4,287.0,3247
NC,2022,5,304.0,3363
NC,2022,6,352.0,3264
NC,2022,7,425.0,3357
NC,2022,8,442.0,3323
NC,2022,9,384.0,3113
NC,2022,10,431.0,3189
NC,2022,11,411.0,3104
NC,2022,12,459.0,3243
NC,2023,1,552.0,3275
NC,2023,2,364.0,2962
NC,2023,3,359.0,3258
NC,2023,4,307.0,3143
NC,2023,5,265.0,3252
NC,2023,6,276.0,3120
NC,2023,7,288.0,3185
NC,2023,8,310.0,3178
NC,2023,9,338.0,3089
NC,2023,10,341.0,2879
ND,2020,3,0.0,74
ND,2020,4,188.0,567
ND,2020,5,13.0,793
ND,2020,6,0.0,810
ND,2020,7,3.0,1497
ND,2020,8,21.0,1473
ND,2020,9,35.0,1432
ND,2020,10,109.0,1515
ND,2020,11,152.0,1478
ND,2020,12,91.0,1526
ND,2021,1,39.0,1526
ND,2021,2,16.0,1375
ND,2021,3,8.0,1514
ND,2021,4,8.0,1475
ND,2021,5,9.0,1523
ND,2021,6,5.0,1311
ND,2021,7,11.0,1503
ND,2021,8,14.0,1520
ND,2021,9,24.0,1472
ND,2021,10,68.0,1524
ND,2021,11,83.0,1471
ND,2021,12,49.0,1516
ND,2022,1,55.0,1396
ND,2022,2,52.0,1124
ND,2022,3,31.0,1219
ND,2022,4,19.0,1121
ND,2022,5,16.0,1126
ND,2022,6,18.0,1099
ND,2022,7,20.0,1108
ND,2022,8,30.0,1138
ND,2022,9,11.0,1063
ND,2022,10,0.0,1067
ND,2022,11,4.0,1055
ND,2022,12,4.0,666
ND,2023,1,3.0,796
ND,2023,2,2.0,718
ND,2023,3,1.0,787
ND,2023,4,0.0,727
ND,2023,5,0.0,743
ND,2023,6,27.0,722
ND,2023,7,0.0,675
ND,2023,8,0.0,673
ND,2023,9,0.0,630
ND,2023,10,0.0,590
NE,2020,3,3.0,211
NE,2020,4,88.0,1909
NE,2020,5,98.0,2557
NE,2020,6,69.0,2485
NE,2020,7,30.0,2464
NE,2020,8,64.0,2269
NE,2020,9,80.0,2533
NE,2020,10,142.0,2872
NE,2020,11,395.0,2953
NE,2020,12,328.0,3091
NE,2021,1,198.0,3094
NE,2021,2,72.0,2795
NE,2021,3,34.0,3095
NE,2021,4,35.0,2992
NE,2021,5,45.0,3092
NE,2021,6,13.0,3000
NE,2021,7,32.0,3060
NE,2021,8,83.0,3052
NE,2021,9,140.0,2947
NE,2021,10,151.0,3043
NE,2021,11,175.0,2907
NE,2021,12,242.0,3008
NE,2022,1,227.0,2684
NE,2022,2,160.0,2268
NE,2022,3,47.0,2469
NE,2022,4,8.0,2305
NE,2022,5,9.0,2332
NE,2022,6,12.0,2302
NE,2022,7,82.0,2320
NE,2022,8,47.0,2332
NE,2022,9,22.0,2030
NE,2022,10,10.0,1001
NE,2022,11,18.0,576
NE,2022,12,11.0,268
NE,2023,1,0.0,158
NE,2023,2,0.0,162
NE,2023,3,0.0,160
NE,2023,4,1.0,157
NE,2023,5,0.0,156
NE,2023,6,0.0,166
NE,2023,7,0.0,176
NE,2023,8,0.0,153
NE,2023,9,1.0,140
NE,2023,10,0.0,128
NH,2020,3,1.0,17
NH,2020,4,25.0,420
NH,2020,5,39.0,438
NH,2020,6,11.0,344
NH,2020,7,3.0,587
NH,2020,8,4.0,924
NH,2020,9,3.0,900
NH,2020,10,13.0,928
NH,2020,11,12.0,891
NH,2020,12,80.0,920
NH,2021,1,104.0,914
NH,2021,2,35.0,824
NH,2021,3,30.0,912
NH,2021,4,15.0,887
NH,2021,5,17.0,912
NH,2021,6,5.0,882
NH,2021,7,6.0,916
NH,2021,8,18.0,920
NH,2021,9,26.0,892
NH,2021,10,53.0,922
NH,2021,11,78.0,891
NH,2021,12,133.0,922
NH,2022,1,86.0,707
NH,2022,2,14.0,216
NH,2022,3,3.0,223
NH,2022,4,0.0,215
NH,2022,5,2.0,228
NH,2022,6,2.0,211
NH,2022,7,3.0,229
NH,2022,8,4.0,227
NH,2022,9,3.0,198
NH,2022,10,4.0,192
NH,2022,11,9.0,185
NH,2022,12,12.0,204
NH,2023,1,6.0,217
NH,2023,2,5.0,196
NH,2023,3,1.0,129
NH,2023,4,0.0,90
NH,2023,5,0.0,93
NH,2023,6,0.0,90
NH,2023,7,0.0,93
NH,2023,8,0.0,93
NH,2023,9,0.0,100
NH,2023,10,0.0,85
NJ,2020,3,26.0,23
NJ,2020,4,1651.0,821
NJ,2020,5,644.0,785
NJ,2020,6,170.0,699
NJ,2020,7,298.0,1011
NJ,2020,8,277.0,2158
NJ,2020,9,294.0,2496
NJ,2020,10,396.0,2841
NJ,2020,11,790.0,2669
NJ,2020,12,1838.0,2791
NJ,2021,1,1815.0,2801
NJ,2021,2,1058.0,2516
NJ,2021,3,729.0,2765
NJ,2021,4,742.0,2713
NJ,2021,5,399.0,2783
NJ,2021,6,92.0,2688
NJ,2021,7,88.0,2807
NJ,2021,8,246.0,2795
NJ,2021,9,425.0,2728
NJ,2021,10,408.0,2819
NJ,2021,11,252.0,2690
NJ,2021,12,635.0,2812
NJ,2022,1,2078.0,2801
NJ,2022,2,629.0,2499
NJ,2022,3,220.0,2761
NJ,2022,4,101.0,2684
NJ,2022,5,183.0,2746
NJ,2022,6,187.0,2684
NJ,2022,7,211.0,2779
NJ,2022,8,224.0,2744
NJ,2022,9,196.0,2617
NJ,2022,10,251.0,2660
NJ,2022,11,281.0,2566
NJ,2022,12,147.0,1523
NJ,2023,1,2.0,289
NJ,2023,2,3.0,254
NJ,2023,3,0.0,289
NJ,2023,4,1.0,281
NJ,2023,5,1.0,300
NJ,2023,6,1.0,204
NJ,2023,7,0.0,146
NJ,2023,8,0.0,146
NJ,2023,9,1.0,172
NJ,2023,10,3.0,135
NM,2020,3,4.0,65
NM,2020,4,138.0,664
NM,2020,5,111.0,792
NM,2020,6,123.0,704
NM,2020,7,54.0,704
NM,2020,8,61.0,1314
NM,2020,9,20.0,1455
NM,2020,10,75.0,1564
NM,2020,11,333.0,1486
NM,2020,12,473.0,1629
NM,2021,1,357.0,1649
NM,2021,2,185.0,1485
NM,2021,3,80.0,1637
NM,2021,4,83.0,1590
NM,2021,5,48.0,1643
NM,2021,6,29.0,1601
NM,2021,7,36.0,1666
NM,2021,8,122.0,1663
NM,2021,9,192.0,1616
NM,2021,10,149.0,1663
NM,2021,11,265.0,1624
NM,2021,12,352.0,1693
NM,2022,1,255.0,1488
NM,2022,2,119.0,1254
NM,2022,3,41.0,1335
NM,2022,4,8.0,1278
NM,2022,5,6.0,1328
NM,2022,6,5.0,1305
NM,2022,7,11.0,1369
NM,2022,8,9.0,1358
NM,2022,9,6.0,1279
NM,2022,10,4.0,1299
NM,2022,11,6.0,1187
NM,2022,12,10.0,1251
NM,2023,1,5.0,1229
NM,2023,2,2.0,1140
NM,2023,3,1.0,1226
NM,2023,4,42.0,1176
NM,2023,5,2.0,1213
NM,2023,6,22.0,504
NM,2023,7,0.0,91
NM,2023,8,0.0,72
NM,2023,9,0.0,75
NM,2023,10,0.0,70
NV,2020,1,145.0,303
NV,2020,2,0.0,29
NV,2020,3,19.0,162
NV,2020,4,162.0,1486
NV,2020,5,138.0,1814
NV,2020,6,68.0,1700
NV,2020,7,316.0,1829
NV,2020,8,426.0,1857
NV,2020,9,267.0,1757
NV,2020,10,134.0,1835
NV,2020,11,393.0,1768
NV,2020,12,896.0,1853
NV,2021,1,929.0,1867
NV,2021,2,482.0,1684
NV,2021,3,171.0,1855
NV,2021,4,125.0,1805
NV,2021,5,123.0,1862
NV,2021,6,83.0,1804
NV,2021,7,289.0,1871
NV,2021,8,570.0,1850
NV,2021,9,553.0,1788
NV,2021,10,412.0,1848
NV,2021,11,311.0,1780
NV,2021,12,364.0,1830
NV,2022,1,526.0,1501
NV,2022,2,6.0,176
NV,2022,3,0.0,159
NV,2022,4,1.0,154
NV,2022,5,0.0,149
NV,2022,6,0.0,148
NV,2022,7,0.0,148
NV,2022,8,0.0,155
NV,2022,9,0.0,87
NV,2022,10,0.0,52
NV,2022,11,11.0,65
NV,2022,12,13.0,147
NV,2023,1,26.0,201
NV,2023,2,44.0,168
NV,2023,3,21.0,185
NV,2023,4,5.0,174
NV,2023,5,7.0,186
NV,2023,6,7.0,163
NV,2023,7,3.0,156
NV,2023,8,5.0,155
NV,2023,9,6.0,180
NV,2023,10,8.0,143
NY,2020,3,535.0,219
NY,2020,4,10207.0,3109
NY,2020,5,32359.0,3364
NY,2020,6,6998.0,2849
NY,2020,7,285.0,3192
NY,2020,8,527.0,4391
NY,2020,9,490.0,4537
NY,2020,10,438.0,5002
NY,2020,11,825.0,5391
NY,2020,12,2633.0,5855
NY,2021,1,4146.0,5937
NY,2021,2,3061.0,5353
NY,2021,3,2102.0,5896
NY,2021,4,1456.0,5744
NY,2021,5,800.0,5904
NY,2021,6,334.0,5734
NY,2021,7,233.0,5964
NY,2021,8,585.0,5912
NY,2021,9,982.0,5765
NY,2021,10,1026.0,5950
NY,2021,11,1013.0,5684
NY,2021,12,1881.0,5929
NY,2022,1,2300.0,3405
NY,2022,2,690.0,2040
NY,2022,3,256.0,2183
NY,2022,4,205.0,2013
NY,2022,5,215.0,2009
NY,2022,6,237.0,1945
NY,2022,7,301.0,1992
NY,2022,8,323.0,1936
NY,2022,9,274.0,1745
NY,2022,10,352.0,1833
NY,2022,11,331.0,1681
NY,2022,12,511.0,1434
NY,2023,1,465.0,1195
NY,2023,2,323.0,1097
NY,2023,3,244.0,1188
NY,2023,4,177.0,1121
NY,2023,5,190.0,1108
NY,2023,6,168.0,957
NY,2023,7,135.0,994
NY,2023,8,161.0,978
NY,2023,9,202.0,891
NY,2023,10,213.0,812
OH,2020,3,12.0,274
OH,2020,4,228.0,2107
OH,2020,5,136.0,1690
OH,2020,6,27.0,1065
OH,2020,7,136.0,2086
OH,2020,8,171.0,2526
OH,2020,9,267.0,3224
OH,2020,10,489.0,5965
OH,2020,11,1261.0,6281
OH,2020,12,2768.0,6706
OH,2021,1,2095.0,6751
OH,2021,2,1038.0,6101
OH,2021,3,462.0,6726
OH,2021,4,348.0,6552
OH,2021,5,345.0,6729
OH,2021,6,252.0,6510
OH,2021,7,138.0,6789
OH,2021,8,486.0,6733
OH,2021,9,1404.0,6592
OH,2021,10,1763.0,6814
OH,2021,11,1247.0,6503
OH,2021,12,2445.0,6804
OH,2022,1,1939.0,4594
OH,2022,2,309.0,1838
OH,2022,3,45.0,2045
OH,2022,4,14.0,1864
OH,2022,5,29.0,1800
OH,2022,6,29.0,1757
OH,2022,7,44.0,1847
OH,2022,8,54.0,1656
OH,2022,9,47.0,1294
OH,2022,10,43.0,1308
OH,2022,11,54.0,1260
OH,2022,12,43.0,1223
OH,2023,1,70.0,1158
OH,2023,2,30.0,1040
OH,2023,3,29.0,1147
OH,2023,4,22.0,1106
OH,2023,5,11.0,1166
OH,2023,6,6.0,927
OH,2023,7,5.0,732
OH,2023,8,4.0,725
OH,2023,9,7.0,768
OH,2023,10,4.0,687
OK,2020,3,65.0,292
OK,2020,4,186.0,2334
OK,2020,5,126.0,2649
OK,2020,6,57.0,2494
OK,2020,7,139.0,2188
OK,2020,8,196.0,3378
OK,2020,9,253.0,3934
OK,2020,10,322.0,4505
OK,2020,11,617.0,4438
OK,2020,12,996.0,4577
OK,2021,1,1071.0,4558
OK,2021,2,457.0,4118
OK,2021,3,154.0,4506
OK,2021,4,75.0,4375
OK,2021,5,56.0,4457
OK,2021,6,42.0,4296
OK,2021,7,108.0,4464
OK,2021,8,619.0,4421
OK,2021,9,710.0,4314
OK,2021,10,368.0,4521
OK,2021,11,200.0,4334
OK,2021,12,320.0,4497
OK,2022,1,532.0,3311
OK,2022,2,239.0,1172
OK,2022,3,59.0,1325
OK,2022,4,11.0,1245
OK,2022,5,20.0,1255
OK,2022,6,17.0,1227
OK,2022,7,35.0,1258
OK,2022,8,45.0,1214
OK,2022,9,31.0,1104
OK,2022,10,68.0,1133
OK,2022,11,21.0,1060
OK,2022,12,51.0,1043
OK,2023,1,50.0,993
OK,2023,2,42.0,874
OK,2023,3,27.0,962
OK,2023,4,20.0,904
OK,2023,5,8.0,925
OK,2023,6,10.0,891
OK,2023,7,5.0,861
OK,2023,8,15.0,846
OK,2023,9,22.0,855
OK,2023,10,17.0,762
OR,2020,2,0.0,6
OR,2020,3,0.0,77
OR,2020,4,70.0,881
OR,2020,5,19.0,1115
OR,2020,6,26.0,1154
OR,2020,7,1008.0,1169
OR,2020,8,9778.0,1618
OR,2020,9,141.0,1648
OR,2020,10,49.0,1766
OR,2020,11,142.0,1832
OR,2020,12,243.0,1901
OR,2021,1,166.0,1909
OR,2021,2,68.0,1720
OR,2021,3,53.0,1904
OR,2021,4,64.0,1846
OR,2021,5,151.0,1904
OR,2021,6,70.0,1818
OR,2021,7,51.0,1890
OR,2021,8,360.0,1904
OR,2021,9,570.0,1844
OR,2021,10,394.0,1906
OR,2021,11,252.0,1837
OR,2021,12,213.0,1906
OR,2022,1,364.0,1565
OR,2022,2,296.0,1283
OR,2022,3,132.0,1399
OR,2022,4,68.0,1304
OR,2022,5,105.0,1325
OR,2022,6,102.0,1273
OR,2022,7,117.0,1316
OR,2022,8,110.0,1317
OR,2022,9,87.0,1282
OR,2022,10,219.0,1315
OR,2022,11,98.0,1273
OR,2022,12,129.0,1201
OR,2023,1,106.0,1132
OR,2023,2,70.0,1007
OR,2023,3,78.0,982
OR,2023,4,63.0,930
OR,2023,5,58.0,961
OR,2023,6,50.0,931
OR,2023,7,72.0,978
OR,2023,8,56.0,959
OR,2023,9,64.0,928
OR,2023,10,56.0,839
PA,2020,3,53.0,275
PA,2020,4,1626.0,3785
PA,2020,5,1737.0,4462
PA,2020,6,426.0,4192
PA,2020,7,273.0,4132
PA,2020,8,256.0,5409
PA,2020,9,256.0,5750
PA,2020,10,436.0,6084
PA,2020,11,1226.0,6290
PA,2020,12,3399.0,6547
PA,2021,1,2826.0,6686
PA,2021,2,1232.0,6039
PA,2021,3,604.0,6665
PA,2021,4,846.0,6522
PA,2021,5,600.0,6696
PA,2021,6,293.0,6449
PA,2021,7,140.0,6692
PA,2021,8,448.0,6678
PA,2021,9,900.0,6487
PA,2021,10,1462.0,6703
PA,2021,11,1476.0,6479
PA,2021,12,2536.0,6783
PA,2022,1,2661.0,6296
PA,2022,2,1021.0,5457
PA,2022,3,347.0,5744
PA,2022,4,181.0,5573
PA,2022,5,322.0,5700
PA,2022,6,312.0,5510
PA,2022,7,332.0,5829
PA,2022,8,429.0,5837
PA,2022,9,60.0,999
PA,2022,10,11.0,768
PA,2022,11,7.0,730
PA,2022,12,5.0,669
PA,2023,1,5.0,613
PA,2023,2,7.0,558
PA,2023,3,4.0,620
PA,2023,4,2.0,610
PA,2023,5,0.0,610
PA,2023,6,0.0,461
PA,2023,7,0.0,403
PA,2023,8,1.0,386
PA,2023,9,6.0,480
PA,2023,10,3.0,333
PR,2020,1,0.0,5
PR,2020,3,4.0,53
PR,2020,4,32.0,540
PR,2020,5,3.0,197
PR,2020,6,0.0,134
PR,2020,7,18.0,340
PR,2020,8,183.0,1929
PR,2020,9,230.0,1925
PR,2020,10,348.0,1981
PR,2020,11,723.0,1931
PR,2020,12,1250.0,2017
PR,2021,1,756.0,2046
PR,2021,2,967.0,1853
PR,2021,3,844.0,2046
PR,2021,4,1103.0,1996
PR,2021,5,173.0,2036
PR,2021,6,32.0,1920
PR,2021,7,65.0,1994
PR,2021,8,228.0,1989
PR,2021,9,247.0,1920
PR,2021,10,51.0,1994
PR,2021,11,24.0,1920
PR,2021,12,26.0,1993
PR,2022,1,222.0,1281
PR,2022,2,13.0,235
PR,2022,3,2.0,243
PR,2022,4,3.0,245
PR,2022,5,43.0,251
PR,2022,6,20.0,238
PR,2022,7,10.0,245
PR,2022,8,9.0,200
PR,2022,9,24.0,153
PR,2022,10,14.0,138
PR,2022,11,10.0,160
PR,2022,12,14.0,196
PR,2023,1,19.0,164
PR,2023,2,13.0,109
PR,2023,3,9.0,112
PR,2023,4,3.0,96
PR,2023,5,6.0,107
PR,2023,6,11.0,104
PR,2023,7,9.0,124
PR,2023,8,7.0,137
PR,2023,9,5.0,124
PR,2023,10,3.0,87
RI,2020,3,1.0,50
RI,2020,4,123.0,301
RI,2020,5,125.0,335
RI,2020,6,34.0,296
RI,2020,7,9.0,314
RI,2020,8,23.0,394
RI,2020,9,23.0,408
RI,2020,10,45.0,432
RI,2020,11,84.0,415
RI,2020,12,254.0,433
RI,2021,1,247.0,434
RI,2021,2,82.0,392
RI,2021,3,48.0,434
RI,2021,4,55.0,406
RI,2021,5,51.0,425
RI,2021,6,37.0,410
RI,2021,7,20.0,412
RI,2021,8,55.0,423
RI,2021,9,55.0,412
RI,2021,10,36.0,426
RI,2021,11,68.0,409
RI,2021,12,160.0,426
RI,2022,1,94.0,201
RI,2022,2,6.0,49
RI,2022,3,3.0,53
RI,2022,4,1.0,52
RI,2022,5,2.0,52
RI,2022,6,0.0,52
RI,2022,7,0.0,54
RI,2022,8,0.0,46
RI,2022,9,1.0,30
RI,2022,10,1.0,36
RI,2022,11,1.0,30
RI,2022,12,2.0,15
RI,2023,1,0.0,0
RI,2023,2,0.0,0
RI,2023,3,0.0,2
RI,2023,4,0.0,5
RI,2023,5,0.0,31
RI,2023,6,0.0,32
RI,2023,7,0.0,31
RI,2023,8,0.0,31
RI,2023,9,0.0,39
RI,2023,10,2.0,29
SC,2020,3,2.0,40
SC,2020,4,342.0,1637
SC,2020,5,403.0,2009
SC,2020,6,178.0,1915
SC,2020,7,598.0,1938
SC,2020,8,617.0,2298
SC,2020,9,348.0,2355
SC,2020,10,419.0,2471
SC,2020,11,383.0,2403
SC,2020,12,747.0,2501
SC,2021,1,1301.0,2499
SC,2021,2,688.0,2236
SC,2021,3,361.0,2457
SC,2021,4,207.0,2422
SC,2021,5,143.0,2473
SC,2021,6,63.0,2382
SC,2021,7,91.0,2497
SC,2021,8,722.0,2550
SC,2021,9,1470.0,2485
SC,2021,10,792.0,2570
SC,2021,11,286.0,2460
SC,2021,12,310.0,2572
SC,2022,1,686.0,2127
SC,2022,2,542.0,1681
SC,2022,3,97.0,1811
SC,2022,4,33.0,1765
SC,2022,5,34.0,1796
SC,2022,6,37.0,1750
SC,2022,7,77.0,1802
SC,2022,8,131.0,1731
SC,2022,9,82.0,1393
SC,2022,10,68.0,1372
SC,2022,11,38.0,1318
SC,2022,12,70.0,1210
SC,2023,1,105.0,1089
SC,2023,2,54.0,999
SC,2023,3,28.0,1119
SC,2023,4,22.0,1109
SC,2023,5,14.0,1146
SC,2023,6,11.0,1047
SC,2023,7,21.0,1039
SC,2023,8,24.0,1044
SC,2023,9,49.0,1075
SC,2023,10,23.0,895
SD,2020,3,0.0,42
SD,2020,4,2.0,690
SD,2020,5,10.0,835
SD,2020,6,11.0,724
SD,2020,7,13.0,1008
SD,2020,8,10.0,1544
SD,2020,9,34.0,1705
SD,2020,10,72.0,1882
SD,2020,11,204.0,1844
SD,2020,12,175.0,1905
SD,2021,1,79.0,1906
SD,2021,2,30.0,1720
SD,2021,3,11.0,1902
SD,2021,4,20.0,1846
SD,2021,5,19.0,1904
SD,2021,6,7.0,1842
SD,2021,7,6.0,1908
SD,2021,8,18.0,1912
SD,2021,9,143.0,1852
SD,2021,10,76.0,1914
SD,2021,11,56.0,1850
SD,2021,12,107.0,1914
SD,2022,1,71.0,977
SD,2022,2,27.0,277
SD,2022,3,10.0,247
SD,2022,4,3.0,218
SD,2022,5,1.0,195
SD,2022,6,63.0,186
SD,2022,7,2.0,187
SD,2022,8,2.0,171
SD,2022,9,2.0,137
SD,2022,10,2.0,150
SD,2022,11,0.0,138
SD,2022,12,0.0,154
SD,2023,1,1.0,144
SD,2023,2,5.0,118
SD,2023,3,1.0,81
SD,2023,4,0.0,62
SD,2023,5,0.0,38
SD,2023,6,0.0,16
SD,2023,7,0.0,4
SD,2023,8,0.0,5
